"ID","reg1","reg2","reg3","reg4","home","chld","hinc","genf","wrat","avhv","incm","inca","plow","npro","tgif","lgif","rgif","tdon","tlag","agif","donr","damt","part"
923,0,1,0,0,1,3,4,1,4,86,9,21,50,34,126,126,50,19,7,18.64,0,0,"train"
924,0,0,0,1,0,3,6,0,3,117,28,38,10,59,87,12,10,15,6,6.02,NA,NA,"test"
925,0,0,1,0,1,5,6,0,6,213,53,60,2,29,52,12,9,23,5,7.5,0,0,"train"
926,0,1,0,0,1,3,4,0,8,152,25,36,23,23,57,22,26,21,3,11.8,0,0,"train"
927,0,0,1,0,0,1,4,1,1,202,65,65,7,13,51,14,13,21,4,14.07,NA,NA,"test"
928,0,1,0,0,1,0,1,1,9,113,20,43,19,78,296,11,10,16,4,7.08,1,11,"train"
929,0,1,0,0,1,2,5,1,5,90,32,32,24,32,52,14,14,13,17,10.08,0,0,"train"
930,0,0,1,0,1,3,4,1,7,185,37,44,11,87,107,20,11,15,4,15.09,NA,NA,"test"
931,1,0,0,0,0,4,2,0,9,138,15,38,46,70,133,10,9,12,6,5.13,NA,NA,"test"
932,1,0,0,0,1,2,2,1,7,161,26,56,17,10,33,14,11,16,3,9.77,NA,NA,"test"
933,0,0,0,0,1,0,4,1,5,152,40,48,14,116,237,22,8,14,7,10.54,1,14,"valid"
934,0,1,0,0,1,2,4,1,3,102,23,40,36,61,78,74,33,23,17,31.03,0,0,"train"
935,0,0,0,1,1,0,4,1,8,155,31,41,28,107,250,185,56,18,7,33.58,1,22,"valid"
936,0,1,0,0,1,2,5,0,9,114,31,45,11,148,259,10,8,24,3,6.67,1,14,"train"
937,1,0,0,0,1,1,1,1,8,119,25,39,19,120,220,11,14,24,3,9.57,NA,NA,"test"
938,0,1,0,0,1,0,5,0,9,146,21,34,44,30,74,18,18,24,6,11.58,1,16,"train"
939,0,0,1,0,1,3,4,0,8,151,34,56,20,86,122,6,7,19,3,4.92,0,0,"train"
940,0,0,0,0,1,0,5,0,8,118,14,25,49,58,70,10,9,15,6,5.07,1,15,"valid"
941,0,1,0,0,1,2,3,1,9,239,54,68,3,94,181,14,16,20,5,7.2,0,0,"valid"
942,0,1,0,0,1,2,3,1,8,220,51,90,1,55,94,7,5,20,5,4.75,1,11,"valid"
943,0,1,0,0,1,2,4,1,8,83,15,28,52,45,109,6,5,21,7,6.67,0,0,"train"
944,0,0,1,0,1,3,4,1,6,176,12,49,41,82,126,7,4,14,4,5.29,0,0,"train"
945,0,0,0,0,1,3,5,1,8,169,28,71,11,14,40,16,25,31,4,14.56,NA,NA,"test"
946,1,0,0,0,1,0,4,0,5,246,62,69,5,95,203,44,19,17,6,13.48,1,15,"valid"
947,0,0,0,0,1,0,3,0,9,178,27,52,6,62,131,24,19,22,4,13.68,1,15,"valid"
948,1,0,0,0,1,0,1,0,2,308,40,69,7,98,475,16,10,18,9,9.45,0,0,"train"
949,0,0,1,0,1,3,5,1,9,125,50,50,6,22,49,8,10,21,6,8.38,0,0,"train"
950,1,0,0,0,1,0,4,1,5,106,12,31,38,49,82,14,19,22,4,15.65,1,14,"valid"
951,0,0,0,0,1,0,4,1,7,204,42,60,7,58,117,117,72,27,7,14.11,1,18,"valid"
952,0,0,0,1,0,1,4,0,8,177,26,42,17,88,160,36,14,20,12,11.02,NA,NA,"test"
953,0,0,1,0,1,3,2,1,6,189,42,51,11,43,50,9,8,17,9,8.21,NA,NA,"test"
954,0,0,1,0,1,2,2,0,9,353,68,107,1,47,68,13,11,24,10,7.59,NA,NA,"test"
955,0,0,0,0,0,2,2,1,0,109,23,23,27,110,195,11,7,23,8,10.7,NA,NA,"test"
956,1,0,0,0,1,2,4,0,9,152,53,53,7,71,101,18,36,10,11,11.26,NA,NA,"test"
957,0,0,0,1,1,0,4,1,9,87,16,35,30,85,203,69,36,21,4,14.56,1,19,"train"
958,1,0,0,0,1,3,7,0,8,127,21,30,25,21,45,14,7,14,7,11.24,NA,NA,"test"
959,1,0,0,0,1,1,4,1,9,95,8,35,38,97,167,25,14,7,4,12.89,0,0,"train"
960,0,1,0,0,1,2,5,1,9,195,51,83,3,95,177,18,14,13,4,12.37,1,14,"valid"
961,1,0,0,0,0,2,4,1,8,218,84,84,1,80,145,15,14,10,4,9.84,0,0,"train"
962,0,0,1,0,1,0,7,1,9,161,58,58,7,58,70,17,5,22,10,6.81,0,0,"valid"
963,0,0,0,0,1,3,2,0,9,201,44,77,3,24,40,6,7,21,8,5.04,0,0,"train"
964,0,1,0,0,1,2,2,1,4,166,32,54,32,50,71,13,10,12,4,9.84,0,0,"train"
965,0,1,0,0,0,0,4,0,9,234,90,90,0,33,68,11,5,31,6,8.14,1,12,"train"
966,0,0,1,0,0,4,2,1,5,141,58,60,5,64,101,5,4,13,14,5.34,0,0,"valid"
967,0,1,0,0,1,2,1,0,7,158,32,44,10,35,57,4,7,14,5,4.9,0,0,"train"
968,0,1,0,0,1,2,4,1,9,129,37,37,24,33,73,23,16,16,3,12.38,1,14,"train"
969,0,1,0,0,1,0,5,0,8,175,101,101,1,96,128,5,2,23,5,3.23,1,13,"valid"
970,0,1,0,0,1,0,5,0,8,198,76,76,1,93,146,27,30,14,7,21.96,1,17,"valid"
971,0,1,0,0,1,0,5,1,8,159,45,45,8,119,338,46,26,22,4,18.53,NA,NA,"test"
972,0,1,0,0,1,4,4,1,8,154,14,41,23,15,44,13,12,14,4,11.64,NA,NA,"test"
973,0,1,0,0,1,1,2,1,6,264,50,87,7,26,60,14,12,21,9,10.73,0,0,"valid"
974,0,0,0,0,1,2,3,1,8,115,25,35,18,14,51,36,51,38,7,21.98,0,0,"train"
975,0,0,0,0,1,3,4,0,9,306,92,96,3,41,95,72,44,17,5,21.32,0,0,"valid"
976,0,1,0,0,1,0,4,0,4,164,39,39,14,13,37,18,24,14,7,19.39,1,16,"train"
977,0,0,0,1,1,1,2,1,8,148,43,52,8,26,133,133,48,15,14,28.01,NA,NA,"test"
978,0,1,0,0,0,3,7,1,8,324,50,75,2,44,68,14,11,21,15,8.14,0,0,"train"
979,0,0,0,1,1,0,2,0,5,119,27,36,15,24,54,8,5,19,6,5.28,0,0,"valid"
980,0,1,0,0,1,2,4,1,8,194,32,35,24,37,73,27,21,21,7,15.51,1,13,"valid"
981,0,1,0,0,1,0,6,1,8,105,18,24,31,12,34,9,9,14,5,5.7,1,13,"train"
982,1,0,0,0,1,0,4,1,8,98,20,26,39,80,167,13,12,19,8,11.91,1,14,"train"
983,0,0,1,0,1,3,3,0,9,190,39,57,13,66,159,6,4,17,9,4.55,0,0,"train"
984,1,0,0,0,1,0,5,0,8,127,25,49,15,40,66,26,40,19,4,15.04,1,16,"valid"
985,1,0,0,0,1,3,3,0,8,211,69,69,0,107,207,8,5,21,11,5.86,NA,NA,"test"
986,1,0,0,0,1,0,4,0,9,237,73,74,0,117,157,22,18,19,8,11.17,NA,NA,"test"
987,0,0,0,0,0,0,5,1,7,252,73,73,8,61,90,8,6,18,9,4.22,0,0,"train"
988,1,0,0,0,1,2,1,1,8,203,28,57,13,75,83,35,18,14,5,12.07,0,0,"train"
989,0,1,0,0,1,2,4,0,3,212,34,63,18,17,55,14,15,19,5,9.63,0,0,"train"
990,0,1,0,0,1,2,2,1,8,179,50,50,9,92,120,21,25,23,4,20.93,0,0,"valid"
991,1,0,0,0,1,0,3,0,8,161,22,49,26,13,49,30,14,19,7,15.57,1,16,"train"
992,0,1,0,0,1,2,5,1,8,95,18,21,50,98,144,71,21,17,6,22,0,0,"train"
993,0,0,0,0,0,3,1,0,9,176,76,76,2,92,162,10,6,21,12,7.72,0,0,"train"
994,0,1,0,0,1,3,1,1,8,149,54,59,2,63,104,5,5,20,3,5.08,1,9,"train"
995,0,0,0,0,1,1,2,1,8,161,58,58,2,87,156,9,5,12,6,7.66,0,0,"train"
996,0,1,0,0,1,0,4,0,8,159,27,50,18,60,101,23,19,20,7,16.8,1,16,"train"
997,1,0,0,0,1,1,4,1,8,122,39,39,12,62,124,31,13,18,5,9.99,1,14,"valid"
998,0,0,0,0,1,2,4,0,8,290,82,91,0,128,199,12,8,14,5,8.81,1,13,"valid"
999,0,0,0,1,1,2,3,1,4,92,17,39,43,5,156,156,74,13,4,29.4,0,0,"train"
1000,0,0,0,0,1,3,4,1,9,138,50,50,8,81,159,14,16,17,26,5.92,0,0,"train"
1001,0,0,0,0,1,4,2,1,8,154,64,64,0,86,218,12,16,10,5,10.13,NA,NA,"test"
1002,0,1,0,0,0,2,2,0,7,148,43,48,14,62,102,12,13,19,11,9.3,NA,NA,"test"
1003,0,1,0,0,1,3,5,1,7,112,29,40,9,64,122,55,72,21,4,28.13,1,16,"train"
1004,0,0,1,0,1,2,4,1,1,143,29,47,10,63,71,11,10,22,6,9.36,0,0,"valid"
1005,0,1,0,0,1,0,4,1,3,200,79,79,6,49,72,5,8,6,5,5.76,1,12,"train"
1006,0,0,0,0,1,2,4,0,8,251,53,73,3,65,125,22,20,20,6,12.2,1,18,"train"
1007,0,0,0,0,1,2,4,0,9,123,40,40,9,27,60,16,10,21,8,10.22,NA,NA,"test"
1008,0,1,0,0,1,2,2,1,8,132,24,31,37,87,123,10,12,12,6,8.97,0,0,"train"
1009,0,1,0,0,0,0,4,1,8,206,43,70,1,5,32,11,13,24,5,9.68,NA,NA,"test"
1010,0,0,1,0,1,0,2,0,9,218,54,64,9,55,86,6,5,17,11,4.82,NA,NA,"test"
1011,0,0,0,0,1,0,3,0,6,234,78,85,0,96,293,7,6,21,9,7.15,1,14,"train"
1012,0,0,0,0,1,2,7,0,6,243,63,63,6,89,151,15,16,18,5,9.01,NA,NA,"test"
1013,0,0,0,0,1,2,4,0,8,130,22,40,43,101,270,33,19,21,3,13.03,1,17,"train"
1014,0,0,0,0,1,2,3,1,8,218,55,70,2,71,76,28,18,14,3,14.11,0,0,"train"
1015,0,0,0,1,0,0,5,0,8,199,39,67,4,77,115,13,7,13,11,11.39,NA,NA,"test"
1016,0,1,0,0,1,2,4,1,9,102,37,38,9,38,73,6,7,22,7,5.49,1,12,"train"
1017,1,0,0,0,0,1,3,1,4,359,93,93,0,54,78,9,4,26,7,7.66,NA,NA,"test"
1018,0,1,0,0,1,3,7,0,8,167,36,46,4,77,148,8,11,16,16,5.61,0,0,"valid"
1019,0,0,1,0,1,2,4,1,8,175,45,47,10,16,51,19,15,20,7,10.92,0,0,"train"
1020,1,0,0,0,1,3,4,1,9,257,42,58,15,24,76,76,31,39,9,26.21,0,0,"train"
1021,0,0,0,1,1,3,6,0,8,184,38,54,5,38,88,8,6,17,6,6.57,0,0,"train"
1022,0,0,0,1,1,0,2,1,9,205,34,48,2,47,73,73,29,26,2,34.69,0,0,"train"
1023,0,1,0,0,1,4,2,0,3,163,40,40,11,51,69,33,45,23,5,23.51,0,0,"valid"
1024,0,1,0,0,1,2,4,0,9,325,83,95,0,6,37,14,11,22,7,9.13,1,12,"train"
1025,0,1,0,0,1,0,4,0,9,94,18,31,46,84,185,13,16,17,18,9.86,1,15,"train"
1026,0,0,0,0,1,3,5,1,9,198,42,47,6,59,91,10,7,20,10,6.16,0,0,"train"
1027,0,1,0,0,1,2,4,1,0,135,48,48,18,10,41,21,12,16,3,16.32,NA,NA,"test"
1028,0,1,0,0,1,2,3,1,7,100,33,33,36,84,126,10,14,17,5,8.35,NA,NA,"test"
1029,0,1,0,0,1,3,4,1,0,219,74,77,0,90,118,8,5,23,5,5.99,0,0,"valid"
1030,0,0,1,0,1,3,1,1,9,141,22,43,14,85,119,12,10,10,5,8.2,NA,NA,"test"
1031,0,0,0,1,1,2,6,1,0,145,39,39,14,69,134,5,4,14,9,6.97,0,0,"train"
1032,0,1,0,0,1,2,4,0,8,135,34,60,10,72,85,14,20,20,8,11.07,1,13,"valid"
1033,0,1,0,0,1,0,7,1,8,245,69,98,1,61,82,13,13,36,9,6.15,0,0,"valid"
1034,0,1,0,0,0,2,5,0,6,254,34,62,13,57,97,8,8,14,7,5.86,NA,NA,"test"
1035,0,1,0,0,1,0,1,0,9,260,57,67,1,83,170,11,5,19,4,7.33,1,12,"train"
1036,0,0,0,0,1,5,2,0,3,147,40,40,17,71,74,13,8,9,7,7.56,0,0,"train"
1037,0,1,0,0,1,0,2,1,7,211,34,52,2,43,71,22,15,20,3,9.73,1,15,"train"
1038,0,1,0,0,1,4,4,0,8,146,24,70,12,31,60,4,3,21,11,4.15,0,0,"train"
1039,0,0,0,0,1,2,5,1,3,274,56,68,3,25,65,10,5,19,14,7.58,0,0,"valid"
1040,0,0,1,0,1,0,5,1,8,101,16,35,45,27,67,12,5,21,6,6.68,1,15,"valid"
1041,1,0,0,0,1,3,6,1,6,107,20,23,38,58,81,5,4,7,4,6.85,0,0,"train"
1042,0,0,1,0,1,2,1,0,3,183,28,55,14,10,39,12,8,15,12,7.39,NA,NA,"test"
1043,0,1,0,0,1,2,4,0,6,183,43,43,13,115,342,6,6,19,3,4.11,1,12,"train"
1044,0,0,1,0,1,0,4,1,2,259,75,86,0,56,60,18,12,17,17,12.63,NA,NA,"test"
1045,0,1,0,0,0,0,4,0,2,131,36,41,23,39,90,5,4,24,5,3.55,NA,NA,"test"
1046,0,1,0,0,1,3,4,0,8,147,27,46,12,78,127,13,22,18,6,13.45,NA,NA,"test"
1047,0,0,1,0,1,2,2,1,8,161,23,41,34,30,85,15,24,21,3,7.92,0,0,"train"
1048,0,0,0,0,1,0,4,1,8,150,55,73,6,106,121,17,13,18,4,10.31,1,15,"train"
1049,0,1,0,0,1,2,4,1,8,63,12,19,54,108,207,5,5,9,6,7.02,0,0,"valid"
1050,0,0,1,0,1,0,4,1,4,260,48,56,2,41,65,14,11,16,7,11.67,NA,NA,"test"
1051,0,1,0,0,1,4,3,1,9,168,33,38,18,72,111,23,14,14,10,13.49,NA,NA,"test"
1052,0,0,0,1,1,3,4,0,8,368,60,75,0,64,93,86,62,21,6,23.11,1,17,"train"
1053,0,0,1,0,1,0,4,0,9,127,38,38,16,84,119,23,17,16,8,11.46,1,19,"train"
1054,0,1,0,0,1,0,4,1,9,116,17,56,46,35,90,11,9,13,5,6.37,1,13,"train"
1055,1,0,0,0,1,3,5,1,8,227,46,69,8,86,158,7,8,35,5,5.21,0,0,"train"
1056,0,0,0,0,1,2,5,1,9,172,41,47,8,19,43,39,26,23,10,13.87,0,0,"train"
1057,0,0,0,0,1,0,4,0,4,139,27,36,10,74,130,14,11,12,6,19.08,1,14,"valid"
1058,0,0,1,0,1,3,7,0,8,172,30,46,18,96,123,6,5,12,6,4.63,NA,NA,"test"
1059,0,0,1,0,1,0,1,0,7,191,50,50,11,41,80,7,13,32,3,8.91,NA,NA,"test"
1060,0,0,0,0,0,4,3,1,8,155,33,51,10,36,54,14,9,23,5,10.11,0,0,"train"
1061,1,0,0,0,0,2,4,0,8,133,27,38,16,22,38,20,12,22,4,13.31,NA,NA,"test"
1062,0,1,0,0,0,2,2,0,4,142,32,45,29,10,39,30,14,13,3,8.89,0,0,"train"
1063,1,0,0,0,1,5,1,0,9,89,16,42,56,36,70,31,28,21,7,9.55,NA,NA,"test"
1064,0,0,0,0,0,0,2,1,6,117,16,38,39,78,93,12,12,13,5,5.64,0,0,"train"
1065,0,1,0,0,1,2,5,1,9,212,34,51,5,14,39,14,8,16,5,7.81,1,13,"train"
1066,1,0,0,0,1,5,2,1,9,95,32,32,25,57,102,24,24,13,8,12.32,0,0,"valid"
1067,0,1,0,0,0,4,3,0,9,260,45,67,4,15,49,32,33,23,3,20.08,0,0,"valid"
1068,1,0,0,0,1,0,5,1,8,220,58,71,2,69,100,36,29,13,4,16.34,1,17,"train"
1069,0,1,0,0,1,0,2,0,1,280,31,66,10,79,131,23,15,20,16,12.88,0,0,"valid"
1070,0,1,0,0,1,2,4,0,8,168,72,76,0,24,62,23,25,16,5,12.29,1,15,"train"
1071,0,1,0,0,1,2,4,1,7,185,44,61,8,97,224,13,13,16,6,7.91,1,15,"valid"
1072,0,1,0,0,1,2,2,1,2,119,34,43,19,67,82,14,14,21,4,9.08,0,0,"train"
1073,0,0,1,0,1,3,3,0,8,148,29,51,19,51,61,26,31,23,9,10.96,NA,NA,"test"
1074,0,0,1,0,1,2,3,1,9,149,25,49,16,127,430,21,15,18,6,11.35,0,0,"train"
1075,0,0,0,0,1,0,4,0,8,247,73,73,2,69,137,22,28,12,4,9.3,1,16,"train"
1076,0,0,0,0,1,0,1,1,3,267,46,91,13,63,135,7,5,31,10,4.81,NA,NA,"test"
1077,0,1,0,0,0,0,2,0,3,72,10,21,45,113,179,24,18,22,17,13.36,0,0,"train"
1078,0,0,1,0,1,3,2,1,1,197,20,57,34,81,134,21,17,19,8,12.39,NA,NA,"test"
1079,1,0,0,0,1,0,4,1,6,183,33,69,22,59,86,31,29,19,11,20.88,1,17,"train"
1080,0,0,0,0,1,1,4,0,8,153,25,51,14,98,154,20,22,30,4,17.56,0,0,"train"
1081,0,1,0,0,1,3,2,0,2,220,36,67,7,19,50,27,20,13,2,16.75,NA,NA,"test"
1082,0,0,0,1,0,2,1,0,8,171,40,58,5,89,134,22,19,14,20,13.5,0,0,"train"
1083,0,1,0,0,1,0,4,0,4,113,24,34,46,109,163,20,16,25,5,13.08,1,15,"valid"
1084,0,0,0,1,0,1,4,1,4,94,23,37,27,76,86,32,18,14,4,9.29,0,0,"train"
1085,0,0,0,1,1,0,4,0,2,104,19,29,45,71,120,13,11,18,6,8.89,1,16,"train"
1086,1,0,0,0,0,2,3,0,9,145,52,53,6,80,114,26,23,40,7,16.56,NA,NA,"test"
1087,0,1,0,0,1,3,4,1,6,136,74,74,9,70,100,19,13,17,8,11.5,1,15,"valid"
1088,0,0,0,0,1,3,3,1,4,244,56,80,3,104,148,41,31,26,3,10.63,0,0,"valid"
1089,1,0,0,0,1,5,6,1,4,136,20,46,17,46,85,10,5,18,5,9.25,0,0,"train"
1090,0,1,0,0,1,3,4,1,9,192,32,78,17,18,51,3,2,16,5,3.33,1,8,"valid"
1091,1,0,0,0,1,1,4,1,8,323,65,86,2,126,126,11,7,23,5,7.7,1,13,"train"
1092,1,0,0,0,1,0,4,1,8,359,88,96,0,76,153,7,3,21,6,5.85,1,14,"valid"
1093,1,0,0,0,1,3,5,1,7,310,59,65,1,37,68,20,21,13,3,13.5,0,0,"valid"
1094,0,1,0,0,1,2,4,1,9,345,78,110,0,89,194,9,7,22,5,5.68,1,13,"train"
1095,0,1,0,0,0,4,4,0,8,75,22,28,38,72,118,29,14,22,9,17.12,0,0,"train"
1096,0,0,1,0,1,2,1,1,6,230,79,85,0,63,104,14,13,14,4,13.2,0,0,"valid"
1097,0,1,0,0,1,0,6,1,9,146,35,48,16,120,335,32,30,21,14,22.09,1,16,"valid"
1098,0,1,0,0,1,2,4,0,8,166,52,52,13,12,28,11,9,21,4,7.5,NA,NA,"test"
1099,0,0,0,1,1,3,7,1,5,290,63,65,2,81,142,64,35,22,7,29.66,0,0,"train"
1100,0,0,0,0,0,0,4,1,1,99,43,43,22,51,62,12,9,32,6,6.74,0,0,"train"
1101,0,1,0,0,0,1,5,1,8,171,51,51,5,12,37,17,19,23,7,9.4,0,0,"valid"
1102,0,1,0,0,1,2,4,0,7,147,36,38,22,83,215,8,7,20,3,10.97,1,14,"train"
1103,0,0,0,0,1,2,3,0,6,270,72,92,2,125,187,29,17,17,13,9.23,0,0,"valid"
1104,0,1,0,0,1,1,2,1,5,109,21,29,21,25,70,5,5,26,5,6.4,NA,NA,"test"
1105,0,0,0,1,1,1,5,1,8,120,23,28,23,78,173,44,28,17,3,24.1,NA,NA,"test"
1106,1,0,0,0,1,1,2,1,2,218,46,63,3,30,51,11,6,15,5,10.05,0,0,"train"
1107,0,0,0,0,1,2,6,0,8,422,71,88,1,13,46,19,19,23,8,21.65,0,0,"train"
1108,0,1,0,0,1,2,4,0,6,207,44,68,9,14,40,5,3,22,5,3.24,1,11,"train"
1109,0,1,0,0,1,0,4,0,9,198,31,66,21,102,267,32,48,13,5,26.24,1,17,"valid"
1110,1,0,0,0,1,1,2,1,2,232,53,69,4,77,94,10,7,20,6,8.13,0,0,"train"
1111,0,0,0,0,1,2,2,1,0,188,17,55,14,106,155,6,5,21,5,6.21,0,0,"train"
1112,1,0,0,0,1,2,5,0,9,158,41,60,1,81,230,18,17,23,6,11.12,1,19,"train"
1113,0,0,0,1,0,3,7,1,7,130,31,54,14,26,64,6,6,7,3,5.36,NA,NA,"test"
1114,0,1,0,0,1,3,4,1,9,420,79,107,0,78,164,13,10,12,6,10.44,1,13,"train"
1115,0,1,0,0,0,3,4,1,4,346,91,156,0,45,64,6,7,18,7,7.83,0,0,"train"
1116,0,1,0,0,1,0,4,1,6,241,35,48,5,87,128,16,26,19,14,13.86,1,15,"valid"
1117,0,1,0,0,1,2,5,0,2,123,35,40,16,104,292,68,44,21,5,32.24,NA,NA,"test"
1118,0,1,0,0,1,2,4,0,8,84,29,34,27,7,50,50,20,18,5,16.84,NA,NA,"test"
1119,0,1,0,0,1,0,2,1,8,141,30,47,11,57,73,68,48,21,3,26.55,1,15,"train"
1120,0,1,0,0,0,1,1,0,9,265,49,62,4,76,116,20,12,14,5,11.26,0,0,"train"
1121,0,0,1,0,1,4,7,1,9,203,49,82,0,109,142,13,22,21,6,11.77,0,0,"train"
1122,0,0,0,0,1,2,6,1,4,234,41,64,5,46,78,6,5,22,12,5.54,0,0,"valid"
1123,0,0,1,0,1,2,5,1,9,368,32,87,6,36,56,13,10,20,7,5.85,0,0,"train"
1124,0,0,0,0,1,4,4,1,9,107,39,40,15,82,136,6,4,23,3,8.07,0,0,"train"
1125,0,0,0,1,0,2,4,0,8,145,44,44,11,51,74,6,6,21,8,4.93,NA,NA,"test"
1126,1,0,0,0,1,2,4,1,8,173,52,66,1,46,86,14,8,37,3,14.27,0,0,"train"
1127,0,0,1,0,1,3,2,0,2,180,26,40,13,39,54,20,11,24,9,19.39,0,0,"valid"
1128,0,0,1,0,1,1,4,1,9,67,25,30,28,28,43,17,11,21,7,7.72,1,14,"valid"
1129,0,1,0,0,0,2,3,1,5,203,60,60,1,27,59,13,9,20,3,9.64,0,0,"valid"
1130,0,0,0,0,1,0,3,1,9,174,40,45,14,126,1940,13,10,16,23,6.39,1,14,"valid"
1131,1,0,0,0,1,0,6,1,7,238,48,60,2,30,67,5,5,22,14,4.06,1,15,"valid"
1132,0,1,0,0,1,0,4,0,8,294,78,86,4,70,131,47,16,21,7,27.02,1,16,"train"
1133,0,0,0,1,1,3,4,0,2,146,27,29,17,42,82,13,10,17,5,6.24,NA,NA,"test"
1134,0,1,0,0,1,2,4,1,4,148,33,59,12,39,70,21,19,17,5,10.57,0,0,"train"
1135,0,0,0,0,1,2,6,1,9,145,30,62,17,32,42,30,17,15,18,11.12,0,0,"valid"
1136,0,0,1,0,0,2,4,1,8,268,48,100,5,121,139,22,20,24,9,20.09,0,0,"valid"
1137,0,1,0,0,1,2,2,1,7,151,24,32,16,34,54,41,23,22,5,15.15,1,15,"train"
1138,0,1,0,0,1,2,4,0,7,267,41,119,12,103,276,10,7,21,3,7.36,1,15,"valid"
1139,0,1,0,0,0,3,3,1,9,69,16,25,50,72,129,112,35,15,3,24.07,0,0,"valid"
1140,1,0,0,0,1,4,4,1,8,145,37,54,44,19,49,10,5,21,9,10.73,0,0,"valid"
1141,0,0,0,0,0,2,6,1,0,239,107,107,3,38,51,6,9,18,7,5.55,0,0,"train"
1142,0,0,0,1,1,1,3,0,1,295,73,73,1,81,199,7,9,26,12,7.65,NA,NA,"test"
1143,0,1,0,0,0,0,5,0,6,156,50,50,11,35,67,18,15,20,5,9.48,1,15,"train"
1144,0,1,0,0,1,3,4,0,8,160,62,62,12,33,75,7,3,13,9,5.92,0,0,"train"
1145,0,0,1,0,1,2,4,1,9,207,58,71,1,79,117,28,31,14,4,24.78,0,0,"valid"
1146,0,0,0,0,0,2,4,1,5,219,58,63,2,78,70,5,3,26,14,4.55,0,0,"train"
1147,0,1,0,0,1,2,2,1,0,179,26,46,18,17,35,16,6,22,4,10.16,0,0,"train"
1148,1,0,0,0,1,0,4,1,0,191,56,58,3,64,92,7,7,15,7,6.15,1,11,"train"
1149,0,0,0,0,1,0,4,1,8,151,43,51,5,90,90,9,5,17,4,7.54,1,14,"train"
1150,0,0,1,0,1,0,3,1,1,208,38,49,6,35,66,35,36,38,12,16.7,NA,NA,"test"
1151,0,0,0,1,1,2,4,0,2,167,18,44,17,63,78,9,7,18,8,7.68,0,0,"train"
1152,0,1,0,0,1,2,5,1,8,315,94,94,1,41,57,15,14,18,3,11.66,NA,NA,"test"
1153,0,1,0,0,1,0,6,1,8,144,26,46,17,26,60,17,18,24,6,11.22,1,14,"valid"
1154,1,0,0,0,1,2,4,0,6,106,26,39,21,100,317,14,8,26,3,10.13,0,0,"train"
1155,0,1,0,0,1,3,4,0,7,216,62,64,5,27,49,13,15,20,5,7.41,0,0,"valid"
1156,0,0,1,0,1,0,4,0,9,252,64,64,2,127,276,25,15,14,4,13.95,1,17,"valid"
1157,0,0,0,0,1,2,4,1,5,562,188,191,0,21,46,22,16,22,6,15.12,1,16,"train"
1158,0,0,0,0,1,3,1,1,9,146,24,40,25,65,92,19,15,16,5,12.41,0,0,"train"
1159,0,0,1,0,1,2,5,1,8,305,66,94,0,72,106,36,20,16,4,16.99,NA,NA,"test"
1160,0,1,0,0,0,2,4,1,2,322,154,154,0,57,97,22,14,19,5,16.68,NA,NA,"test"
1161,1,0,0,0,1,0,3,1,5,144,49,49,6,21,35,18,19,7,5,19.52,0,0,"valid"
1162,0,0,1,0,0,3,1,0,8,149,39,59,17,58,88,30,17,13,10,18.51,NA,NA,"test"
1163,0,0,1,0,1,2,7,1,9,241,90,90,0,57,51,9,8,20,12,9.68,0,0,"train"
1164,0,1,0,0,1,1,5,0,9,112,22,39,28,93,237,103,56,21,6,25.95,1,17,"train"
1165,0,0,0,0,0,0,6,1,5,139,37,37,10,83,134,21,18,18,6,12.51,0,0,"train"
1166,0,1,0,0,1,2,3,1,8,341,81,81,1,19,49,6,6,18,4,5.73,1,11,"train"
1167,0,0,0,1,0,0,4,1,8,195,51,51,9,38,54,6,6,13,7,7.17,NA,NA,"test"
1168,0,0,0,1,1,0,4,1,8,223,78,78,7,49,74,8,7,13,7,6.17,1,17,"train"
1169,0,0,1,0,1,5,1,1,4,159,26,44,6,101,266,11,14,16,7,4.9,0,0,"valid"
1170,0,0,0,0,1,2,5,1,8,177,31,59,9,48,85,85,65,22,20,25.19,NA,NA,"test"
1171,0,0,0,1,1,0,4,0,8,188,54,54,2,57,69,31,20,28,9,15.69,1,17,"train"
1172,0,0,0,1,1,4,3,1,9,158,33,39,8,16,34,4,3,23,9,4.01,0,0,"train"
1173,1,0,0,0,1,0,3,0,9,187,34,45,15,126,171,139,60,13,8,23.98,1,16,"valid"
1174,0,0,0,0,1,2,2,0,7,197,40,54,3,35,82,32,24,23,3,12.76,0,0,"valid"
1175,0,1,0,0,1,2,7,1,8,328,61,119,2,102,248,5,9,14,4,5.27,1,13,"train"
1176,0,0,1,0,0,2,1,1,1,105,15,35,30,80,198,13,10,20,3,8.96,NA,NA,"test"
1177,0,0,0,1,1,1,2,0,1,118,45,52,25,15,31,4,4,23,6,7.48,0,0,"train"
1178,0,1,0,0,1,1,4,1,8,178,62,62,4,26,52,22,11,20,6,26.44,1,16,"train"
1179,0,0,0,0,1,0,5,1,8,196,30,51,13,64,88,13,9,20,14,7.85,1,14,"valid"
1180,0,0,0,0,1,2,6,1,8,238,76,76,1,16,48,28,15,19,7,16.39,0,0,"train"
1181,0,1,0,0,1,0,3,0,9,130,38,44,32,33,45,17,19,19,5,16,1,14,"valid"
1182,0,0,0,1,1,1,2,0,9,165,57,57,9,31,81,81,15,18,12,20.98,0,0,"valid"
